Screen Name,Tweet,Favourite count,Retweet count,Description,Location,Followers,Tweet ID,Date Created
meauxma,@ItsMeWandie and telling you that their wife is sick in nigeria and he gotta go be with her so he’ll rent you his apt but give him that security deposit first 😭,0,0,"ever felt the wrath of a chick wearing Raf?


hunt or become prey.",,2429,979131094414094338,2018-03-28 23:00:18
todayng,Security agents re-arrest Dan-China after securing interim bail https://t.co/aNt7kAAPvI https://t.co/DA7pduNPkp,0,1,"Latest news, trends, photos and videos from around Nigeria and world.",,119547,979129136726786048,2018-03-28 22:52:32
NigeriaNewsdesk,Security agents re-arrest Dan-China after securing interim bail https://t.co/Pb3B0Z3mx0 via @todayng https://t.co/cYxcb04HoX,6,3,Breaking news and current events from around Nigeria and abroad.,,1499083,979125743195111424,2018-03-28 22:39:03
NgNewsPost,(KSM Nigeria Tasks Govt On Security of Lives And Property) has been published on Latest Nigeria News - https://t.co/f2rJBvJp1h https://t.co/igaEAK5Br6,0,0,"https://t.co/L7UvbEBXjI is online news, entertainment, music fashion, lifestyle & sports website. Provides you the latest breaking Nigerian and global update.",Nigeria,32,979125687599611904,2018-03-28 22:38:49
stoneeface,"@EnlilOnline I do my research I just found that best well security company in Nigeria for me is En-lil security,halogen and proton.",0,0,,,15,979125362016899072,2018-03-28 22:37:32
efikedimbakara,"@Detunjiprimo @Oceano_maliq @cchukudebelu @ChifeDr America today is in deep crisis cos of having everyone own a gun. Do you know the consequence of that in Nigeria? We don't even have the lowest fraction of technology and security America has to control the indiscriminate use of these arms. Oga, don't say this again.",1,0,.,,1170,979121781830234112,2018-03-28 22:23:18
babaidris090,@bukolaSaraki Expresses Concern Over Nigeria's Internal Insecurity - https://t.co/0FzDVwEAPP #GoogleAlerts,0,0,"Three things can't be long hidden: The Sun, The Moon and The Truth...#PrideofKwara..",,10019,979120606913458176,2018-03-28 22:18:38
watsupafrica,"#Nigeria: Buhari Orders Security Agencies To Halt Killings, Criminality https://t.co/GhyExlbWnH",0,0,Africa's Latest News & Entertainment. Follow For Instant News Updates @watsupafrica. FB: https://t.co/M1ajfbeT0s,Africa.,56376,979120557580054529,2018-03-28 22:18:26
freshnewsnowng,"IGP Idris, national security and the Nigeria media (2) https://t.co/9ttJnNmrPO",0,0,Nigerian Online News Website Focusing On Politics/Business/Tech/Local News,Nigeria,672,979120526936477699,2018-03-28 22:18:19
babaidris090,@BukolaSaraki Expresses Concern Over Nigeria's Internal Insecurity - https://t.co/0FzDVwEAPP #GoogleAlerts,0,0,"Three things can't be long hidden: The Sun, The Moon and The Truth...#PrideofKwara..",,10019,979120438596030465,2018-03-28 22:17:58
stoneeface,"@EnlilOnline we cannot gained or tackles security issues in Nigeria, till we start use electronic surveillance to help does who are serious.",0,0,,,15,979118578497675264,2018-03-28 22:10:34
stoneeface,@EnlilOnline in Nigeria we don't value a security job many are just doing it for survive not as professional. Rare people know the job.,0,0,,,15,979117681981952000,2018-03-28 22:07:01
360postBlog,"IGP Idris, national security and the Nigeria media (2) Continue here https://t.co/f6uRmDs36E",0,0,Official Twitter Account for 360post blog,,1144,979117312086302720,2018-03-28 22:05:32
NewsExpressNgr,"Free Zakzaky campaign: Shiites allege blackmail, evil plot by security operatives News - News Express Nigeria https://t.co/VbuNQPHfBl via @isumunna",0,0,"Publisher of News Express Nigeria Online, Newspaper.","3 Adetoun close, off college road, ogba, Ikeja Lagos state",417,979116670382899200,2018-03-28 22:02:59
NofNews_Nigeria,"Nigerian Aviation Security Personnel To Carry Firearms Soon â€“ Minister 0 Comments

Sahara Reporters
Nigerian Aviation Security Personnel To Carry Firearms Soon â€“ Minister

41 Minutes Ago

 https://t.co/7SZGTJDD6X https://t.co/xCQdof0jFj",0,0,,,113,979114258892972032,2018-03-28 21:53:25
isumunna,"Free Zakzaky campaign: Shiites allege blackmail, evil plot by security operatives News - News Express Nigeria https://t.co/hmOYM0Fb7N via @isumunna",0,0,,Lagos,1788,979105511403646977,2018-03-28 21:18:39
mayalaurennn,@notowenn All you have to do is ship your social security card and passport to Nigeria and bag is secured &lt;3!,4,0,,"Manhattan, NY",1103,979105230662066177,2018-03-28 21:17:32
kaizy25,"@JudeFeranmi @bobbyikazoboh Nigeria needs to invest heavily in Health, Education, Agriculture, Power and Security. And Nigeria must be flexible to accountability and transparency. Proper monitoring of it's projects. Lastly strong evaluation of it's budgets and we will have a better nation.",2,1,"KAIZY EDU RESEARCH AID.
HUMANITARIAN AND POLITICAL ADMINISTRATOR","IKARE-AKOKO, NIGERIA ",48,979102489894113281,2018-03-28 21:06:39
OfficialHNNews,"""IGP Idris, national security and the Nigeria media (2)."" - HappeningNowNews - https://t.co/Yu5hpox0IY https://t.co/g5xsbghZFi",0,0,Your best & only website to find breaking news of all kinds as it is happening.,"Lagos, Nigeria",300,979100584870600704,2018-03-28 20:59:04
TheGuildng,"In preparation for the forthcoming Easter celebration, the Nigeria Security and Civil Defence Corps (NSCDC), Oyo command announces the deployment of 2,800 of its personnel across the state ahead... https://t.co/2inEAirwjp",0,0,Eyewitness: theguild.newsroom@gmail.com,Nigeria,1599,979098936500682752,2018-03-28 20:52:31
NOA_Nigeria,"At the event today were political parties, security agencies, psychologists/sociologists, traditional rulers &amp; other stakeholders to proffer solutions to thuggery, kidnapping &amp; drug addiction in Borno State.

#SayNoToThuggery 
#SayNoToKidnapping 
#BuildingAPeopleOfPeace https://t.co/JzSpKC8FoE",0,1,"Welcome to the official twitter account of the National Orientation Agency (NOA), Nigeria. #ChangeBeginsWithMe.","Abuja, Nigeria",36754,979094393331347456,2018-03-28 20:34:28
IsiakaSteven,"Buhari is a plague that should be avoided, even in the dream world. See what he has turned, the Nigeria's owned National media to, in the most troubling time of economy and security crisis.
#BuhariWastedYears https://t.co/PZDoM0fGur",0,3,"positively minded and inclined to life, because the direction of ones thought, determines what one gets out of life", Nigeria,2581,979092955372892160,2018-03-28 20:28:45
sulaimanadeneka,"A figment of your imagination: ‘Alleged scandalous media report of bribery over maritime security contract in Nigeria false’-ADVERTORIAL
https://t.co/qbBOIjoYfS https://t.co/fgMGG1fGiq",0,0,"Sulaiman Adenekan, a Strategist and Publisher of TRADE NEWSWIRE (http://t.co/y6KoqVlf6f), a Socio-Economic International News Portal.","Lagos, Nigeria",1433,979091916049584129,2018-03-28 20:24:38
sulaimanadeneka,"A figment of your imagination: ‘Alleged scandalous media report of bribery over maritime security contract in Nigeria false’-ADVERTORIAL
https://t.co/qbBOIjoYfS https://t.co/HV8IJ6yF64",0,0,"Sulaiman Adenekan, a Strategist and Publisher of TRADE NEWSWIRE (http://t.co/y6KoqVlf6f), a Socio-Economic International News Portal.","Lagos, Nigeria",1433,979091809874956288,2018-03-28 20:24:12
sulaimanadeneka,"A figment of your imagination: ‘Alleged scandalous media report of bribery over maritime security contract in Nigeria false’-ADVERTORIAL
https://t.co/qbBOIjoYfS https://t.co/0tMBjcELYf",0,0,"Sulaiman Adenekan, a Strategist and Publisher of TRADE NEWSWIRE (http://t.co/y6KoqVlf6f), a Socio-Economic International News Portal.","Lagos, Nigeria",1433,979091624356732928,2018-03-28 20:23:28
BlueprintNewsNG,Stakeholders have subtly agreed with the federal government’s plan to transform aviation security personnel of the Federal Airports Authority of Nigeria (FAAN) by licensing them to bear... https://t.co/5kMhkYsePi,0,0,"Read News Stories, Articles and Features here http://t.co/6jVnalKo1D","Maitama, Abuja",1614,979090183474724864,2018-03-28 20:17:45
NOA_Nigeria,"📸 NEWS: Earlier today, NOA organised sensitization programme tagged ""Security Consciouness &amp; Re-orientation Programme Against Political Thuggery, Kidnapping &amp; Drug Addiction in Borno State"". 
#SayNoToThuggery
#SayNoToKidnapping 
#BuildingAPeopleOfPeace https://t.co/5LLEOxbGRW",7,12,"Welcome to the official twitter account of the National Orientation Agency (NOA), Nigeria. #ChangeBeginsWithMe.","Abuja, Nigeria",36754,979089876632133632,2018-03-28 20:16:31
FamorotiAdesola,I think this will simply explain the situations in Nigeria. Especially in the area of security. Mind you this is a police station.👇 👎 https://t.co/b2T3ivKKAU,0,1,"Social,Political and Showbiz analyst.(August Recordz)",,113,979088422047543299,2018-03-28 20:10:45
gidimeister,"@bbellgam @MBuhari GEJ, corruption, security, taking us out of recession, 16 years PDP, FX reserves, corruption, personal rectitude and incorruptibility, GEJ, repeat ad infinitum. Besides, you don't need issues to win elections in Nigeria, chief. Let's not kid ourselves.",0,0,"Nigerian, so I am a country.","Lagos, Nigeria",4513,979085308422746112,2018-03-28 19:58:22
MediaMagik,#Airbase201 #Nigeria #USAF #Mission USAF Security forces working with Nigerian Police near #Airbase201 in Nigeria. https://t.co/MSix1afqFZ,0,0,Husband - Father - Proud Veteran and I create 'magik',Los Angeles,2065,979084499010060288,2018-03-28 19:55:09
OnuorahMichael1,@NGRPresident @MBuhari @FemAdesina How can any sane man be working towards food security while he delebrately allows his Fulani kinsmen to sack farmer in Nigeria. Buhari is clown in Chief,0,0,"from Aguleri, Anambra east local government Area of Anambra state, former president , Aguleri Students' Association (ASA) A graduate of Anambra state University",,46,979074155378339840,2018-03-28 19:14:03
riskmap_,Police Arrest Man For Beheading Woman In #Enugu #Nigeria #Security https://t.co/szLhrgXmXp https://t.co/Qa53kagT68,0,1,"Official twitter of RiskMap the free security, health, hazard, humanitarian and political risk platform. #riskmap","Cardiff, Wales",15223,979071112456753153,2018-03-28 19:01:58
ONTV_NIGERIA,South-West Governors to embark on rice accelerated program to ensure food security  | https://t.co/z8bhyRWtvy,0,0,"Nigeria's #1 and most watched 100% Entertainment Television (UHF41 Lagos) w/ content cutting across music, movies, fashion, sports & more| business@ontvsite.com","Lagos, Nigeria",37856,979070588835770370,2018-03-28 18:59:53
Oceanps,"WAF Security Alert 019 (Update) - Fishing Vessels Boarded off Badagry, Nigeria - https://t.co/Nekby9xKsP",0,0,"OPS Global Risk Management is a world leader in providing security measures to governments, oil majors and wealthy individuals","London, England",686,979065836550881280,2018-03-28 18:41:00
LoverageOkw,"@realFFK Anyman can be a fool. We do not want Kosovo, Rwanda and Somalia in Nigeria! We cannot afford another civil war. Let us rally around the Nigeria security forces to save this country. If we all arms ourselves for self defence, it is alert for pogrom!!",5,0,"clergyman, historian, writer","Agbor, Nigeria",17,979062262668382208,2018-03-28 18:26:48
todayng,Security agents re-arrest Dan-China after securing interim bail https://t.co/rXL8QlyZzz https://t.co/LJYO6YraRw,2,0,"Latest news, trends, photos and videos from around Nigeria and world.",,119547,979060523089063936,2018-03-28 18:19:53
tijjeali,@AfricaBizz @RockefellerFdn @IDH_buzz @RockefellerFdn You have been doing a great job in pushing for smallholders farmers in Africa and secure food security through technical support and grants. I hope one day it will be FarmSpace Nigeria to help push the transformation of mechanization into Agriculture!,0,0,,,47,979059055695220736,2018-03-28 18:14:03
AbayomiA3,"@RejiYates A UK certificate  could actually fetch much more in Nigeria than it could in UK u know. Maybe u ain't interested in working in naija for now, how abt years to come? 
But then again, d tot of staying for naija a whole year is understandably scary ryt?  No light, security issh...",1,0,"#MovieFreak|💙CHELSEAFC https://t.co/4hB5iwKBFj(afilliated)⚽#GSwarriors🏀|RogerFederer 🎾|F1~LewisHamilton
🎵Pop,Rock,EDM❤Coldplay❤Chainsmokers......you knw too much already🤐","Uyo, Nigeria",487,979058657936670720,2018-03-28 18:12:28
purekellz,"Can same be replicated in Nigeria? No! Buhari uses the state security apparatus daily to intimate Citizens. Sambo Dasuki, Sheikh El Zazzaky are still in detention despite several court rullings for their release. The list is endless! @IntlCrimCourt https://t.co/NUk3rnzjEr",0,0,Opinions are like assholes everybody has one!Today is the tomorrow we talked about yesterday.Describe the taste of an Onion.I look good even in a broken mirror,,248,979058175503687681,2018-03-28 18:10:33
KOKOCC,Same goes for Nigeria. Why I didn’t vote Buhari. He lacks the basics for security. PEACE! https://t.co/VL0wBYsqnb,0,0,,,62,979055578667511808,2018-03-28 18:00:14
Ndubiafra,"Herdsmen Killings: PFN backs Danjuma’s call for self-defense, says majority of Nigeria’s security agencies headed by compromised Fulani citizens https://t.co/I2zdsvh0w7",0,0,"We seek our Freedom to live as Human, as Biafrans, to have our say on our Governance and Destiny !!!","Ontario, Canada",517,979047946430885888,2018-03-28 17:29:54
todayng,NSCDC boss urges personnel to partner with sister security agencies https://t.co/kozbzu29Rq https://t.co/iAt8F2JGwn,1,0,"Latest news, trends, photos and videos from around Nigeria and world.",,119547,979001188359262208,2018-03-28 14:24:06
liquor02,"@CNNAfrica If Boko Haram can comfortably enter a town in Borno state, where Nigeria's security is heavily invested, offload 100 school girls, receive handshake from residents and comfortably drive back without encountering military checkpoints. May Allah forgive me for voting Buhari",0,0,"easy goin,down 2 earth,humble,responsible, cool n naughty","Lagos, Nigeria",106,978999962540347393,2018-03-28 14:19:14
newslandng,"Members of the Special Mines Surveillance Taskforce (SMSTF) on illegal mining drawn from the Nigeria Police, the Nigerian Customs, DSS, EFCC, Nigerian Security and Civil Defence Corps and the Zonal Mines... https://t.co/7LyYxJUc5h",0,0,newslandng@gmail.com 08027775255,lagos Nigeria,650,978996302485905408,2018-03-28 14:04:42
greatfemi,Take a look at this post regarding the involvement of the Nigerian security forces in the Southern Kaduna/Northern Nigeria crisis @amnesty https://t.co/l5ORWJMaSZ,0,0,Marketing and Sales expert! Budding Policy analyst and Development expert,"ÜT: 6.6431202,3.2912635",241,978994745321119744,2018-03-28 13:58:30
